0,0.15165
1,0.132361
2,0.125406
3,0.123627
4,0.124992
5,0.123607
6,0.124443
7,0.121879
8,0.121849
9,0.123911
10,0.123673
11,0.12292
12,0.125407
13,0.124182
14,0.123601
15,0.123367
16,0.123228
17,0.124614
18,0.122906
19,0.123299
20,0.125818
21,0.123417
22,0.125343
23,0.123689
24,0.123725
25,0.124155
26,0.124269
27,0.124781
28,0.124795
29,0.125628
30,0.124175
31,0.123287
32,0.124726
33,0.124404
34,0.124623
35,0.124739
36,0.124955
37,0.123712
38,0.123022
39,0.124474
40,0.122992
41,0.124111
42,0.124916
43,0.124837
44,0.123535
45,0.123943
46,0.124669
47,0.124395
48,0.122697
49,0.123455
50,0.123828
51,0.123802
52,0.124286
53,0.12268
54,0.124
55,0.125542
56,0.123876
57,0.124056
58,0.123715
59,0.125015
60,0.125578
61,0.123634
62,0.124077
63,0.123461
64,0.123947
65,0.124729
66,0.123529
67,0.123064
68,0.123354
69,0.124233
70,0.123858
71,0.123403
72,0.125664
73,0.121688
74,0.123827
75,0.123217
76,0.123296
77,0.123947
78,0.122998
79,0.124065
80,0.125038
81,0.123404
82,0.123778
83,0.123829
84,0.125413
85,0.125472
86,0.121513
87,0.124669
88,0.123396
89,0.123571
90,0.123828
91,0.122735
