0,0.350344
1,0.357121
2,0.3533
3,0.358022
4,0.315234
5,0.336115
6,0.328613
7,0.328379
8,0.346522
9,0.312428
10,0.322194
11,0.30952
12,0.280775
13,0.337051
14,0.32145
15,0.310692
16,0.302467
17,0.294466
18,0.287446
19,0.312079
20,0.284552
21,0.294846
22,0.307564
23,0.284212
24,0.278434
25,0.293669
26,0.278094
27,0.304006
28,0.274825
29,0.266155
30,0.271564
31,0.260305
32,0.261679
33,0.264221
34,0.259888
35,0.260309
36,0.252348
37,0.239269
38,0.24265
39,0.260279
40,0.217753
41,0.261871
42,0.231208
43,0.245383
44,0.249416
45,0.25864
46,0.255975
47,0.26384
48,0.247467
49,0.262698
50,0.216219
51,0.24365
52,0.238693
53,0.260827
54,0.220547
55,0.228415
56,0.260482
57,0.229757
58,0.224594
59,0.237246
60,0.235359
61,0.202188
62,0.254567
63,0.227912
64,0.229178
65,0.23974
66,0.236649
67,0.236868
68,0.25457
69,0.231533
70,0.210888
71,0.206692
72,0.21719
73,0.232974
74,0.219892
75,0.201182
76,0.200754
77,0.228544
78,0.240534
79,0.208498
80,0.231167
81,0.227801
82,0.20398
83,0.229425
84,0.227823
85,0.26669
86,0.226792
87,0.208526
88,0.174331
89,0.214597
90,0.199967
91,0.21654
92,0.245484
93,0.251398
94,0.248779
95,0.22925
96,0.237604
97,0.17993
98,0.271801
99,0.203784
100,0.225726
101,0.204347
102,0.222243
103,0.210614
104,0.229792
105,0.241262
106,0.200957
107,0.24325
108,0.238324
109,0.229754
110,0.232558
111,0.241812
112,0.248534
113,0.19098
114,0.22128
115,0.199029
116,0.226771
117,0.277909
118,0.230895
119,0.2369
120,0.221285
121,0.212668
122,0.191793
123,0.200139
124,0.231084
125,0.208561
126,0.206966
127,0.237089
128,0.20497
129,0.241773
130,0.231517
131,0.205545
132,0.23875
133,0.250245
134,0.216175
135,0.232463
136,0.252637
137,0.281839
138,0.216249
139,0.216738
140,0.22793
141,0.223583
142,0.19088
143,0.197109
144,0.231146
145,0.23531
146,0.201231
147,0.22916
148,0.202643
149,0.235465
150,0.232939
151,0.224727
152,0.239324
153,0.249585
154,0.251393
155,0.217171
156,0.223608
157,0.210634
158,0.242318
159,0.251292
160,0.186781
161,0.226056
162,0.22411
163,0.236398
164,0.244273
165,0.231035
166,0.202635
167,0.213088
168,0.222922
169,0.215045
170,0.228307
171,0.273871
172,0.261446
173,0.212033
174,0.208837
175,0.247329
176,0.244536
177,0.223928
178,0.21066
179,0.230552
180,0.236746
181,0.222166
182,0.217767
183,0.22509
184,0.24853
185,0.233449
186,0.235172
187,0.204733
188,0.240392
189,0.258449
190,0.242599
191,0.203861
192,0.220632
193,0.240661
194,0.231158
195,0.209776
196,0.232313
197,0.266714
198,0.226512
199,0.246843
200,0.237598
201,0.198479
202,0.234846
203,0.220881
204,0.232296
205,0.224708
206,0.229309
207,0.219818
208,0.243916
209,0.221589
210,0.190851
211,0.221923
212,0.223913
213,0.269215
214,0.24183
215,0.219509
216,0.232088
217,0.206674
218,0.220854
219,0.204133
220,0.214055
221,0.21027
222,0.239406
223,0.196121
224,0.218488
225,0.223663
226,0.238189
227,0.19603
228,0.244351
229,0.216387
230,0.243437
231,0.221816
232,0.221407
233,0.232641
234,0.22576
235,0.228165
236,0.206528
237,0.212623
238,0.21748
239,0.245457
240,0.209916
241,0.194696
242,0.19914
243,0.200555
244,0.207951
245,0.216775
246,0.22903
