0,-0.182363,0.0529513
1,-0.179547,-0.0217479
2,-0.18121,-0.0353506
3,-0.180331,-0.0497285
4,-0.180346,-0.0502163
5,-0.181468,-0.0543468
6,-0.180904,-0.0444572
7,-0.181282,-0.0528225
8,-0.180645,-0.0487923
9,-0.180775,-0.0295479
10,-0.180454,-0.0393387
11,-0.180834,-0.0507449
12,-0.180932,-0.0444
13,-0.181931,-0.0521128
14,-0.182539,-0.0555943
15,-0.182696,-0.0616104
16,-0.180355,-0.0527715
17,-0.181171,-0.0531647
18,-0.183086,-0.0546585
19,-0.181021,-0.0535367
20,-0.181662,-0.0489787
21,-0.182035,-0.0540658
22,-0.180569,-0.0470112
23,-0.181561,-0.0608771
24,-0.181101,-0.045932
25,-0.181865,-0.0509595
26,-0.183529,-0.0544419
27,-0.18304,-0.0546002
28,-0.181762,-0.0451885
29,-0.181976,-0.0504068
30,-0.181777,-0.0432287
31,-0.182797,-0.0582237
32,-0.183351,-0.0480394
33,-0.183092,-0.0378417
34,-0.183237,-0.04878
35,-0.183313,-0.0541362
36,-0.184296,-0.0507862
37,-0.18386,-0.0525734
38,-0.184382,-0.053652
39,-0.183937,-0.0585286
40,-0.183184,-0.0552501
41,-0.183582,-0.0578545
42,-0.183206,-0.0524685
43,-0.183596,-0.0532099
44,-0.183462,-0.0566647
45,-0.184892,-0.0551839
46,-0.183766,-0.0582049
47,-0.182875,-0.0438817
48,-0.18435,-0.0548757
49,-0.184899,-0.0611628
50,-0.185001,-0.0560366
51,-0.184494,-0.0515266
52,-0.184377,-0.0519353
53,-0.18353,-0.05083
54,-0.184784,-0.0561898
55,-0.185313,-0.0574027
56,-0.184555,-0.0549795
57,-0.185027,-0.0613443
58,-0.185019,-0.0612419
59,-0.186278,-0.0652749
60,-0.184616,-0.0568412
61,-0.18488,-0.0554704
62,-0.185177,-0.0569431
63,-0.184583,-0.0562355
64,-0.184725,-0.0515517
65,-0.18645,-0.0613403
66,-0.185423,-0.0455421
67,-0.185991,-0.0539698
68,-0.186622,-0.0562906
69,-0.187954,-0.0595232
70,-0.185951,-0.0541021
71,-0.185717,-0.052769
72,-0.185875,-0.0624999
73,-0.186842,-0.0626544
74,-0.186928,-0.0646284
75,-0.187605,-0.0720956
76,-0.186537,-0.0623383
77,-0.187359,-0.0586712
78,-0.187656,-0.0654008
79,-0.187863,-0.0734262
80,-0.186676,-0.0578145
81,-0.18709,-0.0584902
82,-0.187207,-0.0635387
83,-0.185929,-0.0574252
84,-0.186461,-0.0559767
85,-0.186807,-0.0607969
86,-0.186957,-0.0642758
87,-0.18536,-0.0570685
88,-0.187266,-0.0578678
89,-0.185784,-0.0607907
90,-0.186471,-0.0630415
91,-0.186813,-0.0612756
