0,0.00616395,-0.271661
1,-0.00128002,-0.27003
2,-0.00863884,-0.269498
3,-0.0152648,-0.268426
4,-0.0215615,-0.267971
5,-0.0278103,-0.267693
6,-0.033434,-0.267626
7,-0.0415998,-0.268381
8,-0.047537,-0.268306
9,-0.0557128,-0.269162
10,-0.0618635,-0.269299
11,-0.0680276,-0.269458
12,-0.0745058,-0.270372
13,-0.0818063,-0.271707
14,-0.0890357,-0.273533
15,-0.0969247,-0.275377
16,-0.102384,-0.276464
17,-0.10986,-0.278673
18,-0.115424,-0.279981
19,-0.120907,-0.281686
20,-0.127166,-0.28387
21,-0.13255,-0.285839
22,-0.139437,-0.289006
23,-0.14493,-0.290342
24,-0.148552,-0.291993
25,-0.154459,-0.295225
26,-0.159618,-0.298227
27,-0.165171,-0.300635
28,-0.171241,-0.304019
29,-0.177612,-0.307385
30,-0.182495,-0.309766
31,-0.185878,-0.311339
32,-0.191951,-0.31515
33,-0.198614,-0.319334
34,-0.203196,-0.322116
35,-0.208941,-0.325536
36,-0.2158,-0.329951
37,-0.220603,-0.33349
38,-0.225948,-0.337032
39,-0.229187,-0.33886
40,-0.232711,-0.340977
41,-0.234795,-0.342466
42,-0.23784,-0.344637
43,-0.241542,-0.346789
44,-0.24451,-0.349003
45,-0.24761,-0.351496
46,-0.252566,-0.355152
47,-0.256769,-0.358226
48,-0.260683,-0.36131
49,-0.261758,-0.361816
50,-0.266385,-0.365503
51,-0.26878,-0.367011
52,-0.272126,-0.369179
53,-0.274396,-0.37096
54,-0.277425,-0.373217
55,-0.280957,-0.375818
56,-0.28314,-0.377758
57,-0.285675,-0.379776
58,-0.287631,-0.380982
59,-0.289309,-0.382033
60,-0.291072,-0.383482
61,-0.292128,-0.383873
62,-0.292914,-0.384564
63,-0.296185,-0.386973
64,-0.298426,-0.388755
65,-0.298911,-0.389305
66,-0.301458,-0.391529
67,-0.303029,-0.392676
68,-0.306177,-0.395223
69,-0.307956,-0.396351
70,-0.310556,-0.398514
71,-0.314183,-0.401387
72,-0.316325,-0.402929
73,-0.31754,-0.403924
74,-0.319797,-0.405762
75,-0.321884,-0.407357
76,-0.323946,-0.408971
77,-0.325818,-0.410553
78,-0.325701,-0.410532
79,-0.326666,-0.411316
80,-0.325768,-0.410872
81,-0.328619,-0.413378
82,-0.330093,-0.414577
83,-0.330074,-0.414641
84,-0.330505,-0.414837
85,-0.330265,-0.414947
86,-0.331978,-0.416426
87,-0.332209,-0.416798
88,-0.333529,-0.417624
89,-0.334956,-0.418873
90,-0.336363,-0.420061
91,-0.337635,-0.420923
92,-0.338769,-0.422127
93,-0.340854,-0.424164
94,-0.342212,-0.425689
95,-0.342859,-0.426263
96,-0.343931,-0.427066
97,-0.345129,-0.42818
98,-0.345304,-0.428678
99,-0.344472,-0.42756
100,-0.34493,-0.428104
101,-0.343611,-0.426857
102,-0.342479,-0.425906
103,-0.341103,-0.424621
104,-0.34286,-0.426537
105,-0.344016,-0.427635
106,-0.342825,-0.426638
107,-0.343142,-0.427199
108,-0.343107,-0.427544
109,-0.344596,-0.428738
110,-0.34447,-0.428595
111,-0.34512,-0.429216
112,-0.344137,-0.428276
113,-0.345664,-0.429601
114,-0.346406,-0.430359
115,-0.347579,-0.431608
116,-0.348965,-0.432791
117,-0.348298,-0.432571
118,-0.347983,-0.432263
119,-0.348128,-0.432297
120,-0.347149,-0.431875
121,-0.346154,-0.430989
122,-0.347875,-0.432336
123,-0.348119,-0.432681
124,-0.348204,-0.4329
125,-0.348041,-0.432601
126,-0.349135,-0.433498
127,-0.35029,-0.434233
128,-0.349434,-0.433225
129,-0.349227,-0.433183
130,-0.348433,-0.432625
131,-0.350177,-0.434052
132,-0.350024,-0.433683
133,-0.348849,-0.432547
134,-0.348647,-0.43245
135,-0.347458,-0.431326
136,-0.347659,-0.431429
137,-0.347442,-0.431637
138,-0.346865,-0.430633
139,-0.346467,-0.430196
140,-0.346271,-0.430117
141,-0.346651,-0.430207
142,-0.346597,-0.429997
143,-0.345756,-0.429185
144,-0.346838,-0.430258
145,-0.347542,-0.431239
146,-0.34791,-0.431471
147,-0.347009,-0.430612
