148,-0.348938,-0.432092
149,-0.34707,-0.430467
150,-0.346893,-0.430334
151,-0.345703,-0.429481
152,-0.34659,-0.430075
153,-0.347102,-0.43039
154,-0.345755,-0.429458
155,-0.347658,-0.431088
156,-0.346787,-0.430158
157,-0.348657,-0.431647
158,-0.349129,-0.432233
159,-0.348012,-0.43149
160,-0.347722,-0.431098
161,-0.348673,-0.431839
162,-0.347719,-0.431194
163,-0.347449,-0.431228
164,-0.346166,-0.430325
165,-0.345129,-0.429697
166,-0.346073,-0.430448
167,-0.347282,-0.431281
168,-0.348313,-0.432116
169,-0.348731,-0.432616
170,-0.348352,-0.432689
171,-0.347174,-0.431871
172,-0.346141,-0.431001
173,-0.346776,-0.431809
174,-0.348924,-0.433771
175,-0.348291,-0.433525
176,-0.348145,-0.433907
177,-0.347691,-0.433463
178,-0.34722,-0.433279
179,-0.345914,-0.432414
180,-0.344607,-0.431742
181,-0.343492,-0.430724
182,-0.344278,-0.430969
183,-0.343005,-0.430167
184,-0.341817,-0.429409
185,-0.340179,-0.428192
186,-0.34122,-0.429322
187,-0.341459,-0.429441
188,-0.34127,-0.429557
189,-0.340879,-0.429429
190,-0.342269,-0.430093
191,-0.341857,-0.429912
192,-0.341876,-0.429978
193,-0.341976,-0.429857
194,-0.341391,-0.429352
195,-0.34274,-0.430254
196,-0.343607,-0.430793
197,-0.342512,-0.430194
198,-0.342578,-0.430325
199,-0.340519,-0.428547
200,-0.338096,-0.426249
201,-0.336224,-0.424655
202,-0.334777,-0.423581
203,-0.334265,-0.422879
204,-0.335631,-0.424179
205,-0.334666,-0.42341
206,-0.335674,-0.423666
207,-0.337396,-0.42552
208,-0.338124,-0.426201
209,-0.340381,-0.428132
210,-0.339965,-0.427682
211,-0.339873,-0.427627
212,-0.340823,-0.428311
213,-0.340307,-0.428317
214,-0.340178,-0.428376
215,-0.338388,-0.426882
216,-0.338171,-0.426814
217,-0.338297,-0.4269
218,-0.339823,-0.428279
219,-0.340841,-0.429452
220,-0.339456,-0.428308
221,-0.339604,-0.428398
222,-0.339185,-0.428127
223,-0.340728,-0.429555
224,-0.342673,-0.431226
225,-0.342762,-0.431208
226,-0.340536,-0.429754
227,-0.340485,-0.429846
228,-0.339695,-0.429561
229,-0.339497,-0.429333
230,-0.340051,-0.42963
231,-0.34024,-0.429892
232,-0.340084,-0.429619
233,-0.340007,-0.429243
234,-0.341437,-0.430262
235,-0.340911,-0.429825
236,-0.340358,-0.429106
237,-0.341687,-0.43028
238,-0.342302,-0.431054
239,-0.341991,-0.431116
240,-0.341563,-0.430743
241,-0.340843,-0.430097
242,-0.340369,-0.429356
243,-0.340442,-0.429245
244,-0.340469,-0.429401
245,-0.339227,-0.428154
246,-0.33983,-0.42906
